cnpj;tipo;abertura;nome;fantasia;natureza_juridica;logradouro;numero;complemento;cep;bairro;municipio;uf;email;telefone;efr;situacao;data_situacao;motivo_situacao;situacao_especial;data_situacao_especial;capital_social
99999999999973;;;INSTITUTO BRASILEIRO DE SAUDE, ENSINO, PESQUISA E EXTENSAO PARA O DESENVOLVIMENTO HUMANO;;;;;;;;;;;;;;;;;;
99999999999972;;;INSTITUTO FERNANDO FILGUEIRAS;;;;;;;;;;;;;;;;;;
99999999999971;;;IGH - INSTITUTO DE GESTÃO E HUMANIZAÇÃO;;;;;;;;;;;;;;;;;;
99999999999970;;;INSTITUTO DOS LAGOS - ILR;;;;;;;;;;;;;;;;;;
99999999999969;;;INSTITUTO MANIA SCHMITT – IMAS;;;;;;;;;;;;;;;;;;
99999999999968;;;INCS - INSTITUTO NACIONAL DE CIENCIAS DA SAUDE;;;;;;;;;;;;;;;;;;
99999999999967;;;INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIOAL E HUMANO-INDSH;;;;;;;;;;;;;;;;;;
99999999999966;;;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;;;;;;;;;;;;;;;;;;
99999999999965;;;INSTITUTO PERNAMBUCANO DE ASSISTÊNCIA E SAÚDE;;;;;;;;;;;;;;;;;;
99999999999964;;;INSTITUTO DE PSICOLOGIA CLÍNICA EDUCACIONAL E PROFISSIONAL;;;;;;;;;;;;;;;;;;
99999999999963;;;INSTITUTO PANAMERICANO DE GESTÃO;;;;;;;;;;;;;;;;;;
99999999999962;;;INSTITUTO SAÚDE E CIDADANIA;;;;;;;;;;;;;;;;;;
99999999999961;;;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO PAULO;;;;;;;;;;;;;;;;;;
99999999999960;;;INSTITUTO SÓCRATES GUANAES;;;;;;;;;;;;;;;;;;
99999999999959;;;OBRAS SOCIAIS IRMÃ DULCE;;;;;;;;;;;;;;;;;;
99999999999958;;;ASSOCIAÇÃO DA IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PACAEMBU;;;;;;;;;;;;;;;;;;
99999999999957;;;PRÓ-SAÚDE;;;;;;;;;;;;;;;;;;
99999999999956;;;SBDC;;;;;;;;;;;;;;;;;;
99999999999955;;;SOCIEDADE BENEFICENTE ISRAELITA BRASILEIRA HOSPITAL ALBERT EINSTEIN;;;;;;;;;;;;;;;;;;
99999999999954;;;SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO - SECONCI;;;;;;;;;;;;;;;;;;
99999999999953;;;SM - ASSESSORIA EMPRESARIAL E GESTÃO HOSPITALAR LTDA;;;;;;;;;;;;;;;;;;
99999999999952;;;ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA - SPDM;;;;;;;;;;;;;;;;;;
99999999999951;;;INSTITUTO UNIR - UNIR;;;;;;;;;;;;;;;;;;
99999999999950;;;VIVA RIO;;;;;;;;;;;;;;;;;;
23921007000141;MATRIZ;01/06/2016;SPE SAUDE PRIMARIA BH S.A.;;205-4 - Sociedade Anônima Fechada;R MARIA ABDALA IBRAHIM;777;;31.320-270;ENGENHO NOGUEIRA;BELO HORIZONTE;MG;;(31) 9999-9999;;ATIVA;06/01/2016;;;;77717352.0
42670386000199;MATRIZ;07/12/2021;VITACARE SERVICOS EM SAUDE LTDA.;;206-2 - Sociedade Empresária Limitada;RUA DOIS DE NOVEMBRO;81;;37.175-000;CENTRO;ILICINEA;MG;financeiro@vitacaresaude.com.br;(35) 9988-6851;;ATIVA;12/07/2021;;;;172000.0
21873611000114;MATRIZ;02/12/2015;EMPRESA CUIABANA DE SAUDE PUBLICA;EMPRESA CUIABANA DE SAUDE PUBLICA;201-1 - Empresa Pública;AVENIDA SAO SEBASTIAO;3300;;78.045-000;SANTA HELENA;CUIABA;MT;financas.ecsp@cuiaba.mt.gov.br;(65) 3313-0701 / (65) 9263-3839;;ATIVA;10/06/2022;;;;100000.0
14736446000193;MATRIZ;12/02/2011;C I S CENTRO INTEGRADO EM SAUDE LTDA;C I S CENTRO INTEGRADO EM SAUDE;206-2 - Sociedade Empresária Limitada;RUA MANOEL DA SILVA MACHADO;554;;86.350-000;CENTRO;SANTA MARIANA;PR;financeiro@cissaude.com.br;(43) 3037-5465 / (43) 8830-4694 / (43) 3523-1431;;ATIVA;02/12/2011;;;;10000000.0
27745971000117;MATRIZ;05/04/2018;HOPLON SERVICOS DE SAUDE LTDA;HOPLON SERVICOOS DE SAUDE;206-2 - Sociedade Empresária Limitada;RUA JOAQUIM CORREA DE MELLO;3119;;89.618-000;SAO CARLOS;MONTE CARLO;SC;hoplonsc@gmail.com;(49) 3546-0546;;ATIVA;16/05/2017;;;;50000.0
07776237000108;MATRIZ;12/11/2006;FUNDACAO UNIVERSITARIA EVANGELICA;FUNEV;306-9 - Fundação Privada;AVENIDA BRASIL;3.700;;75.083-440;CIDADE UNIVERSITARIA;ANAPOLIS;GO;funev@funev.org.br;(62) 3318-2682 / (62) 3318-1120;;ATIVA;23/12/2005;;;;0.0
15194004000125;MATRIZ;02/11/1969;FUNDACAO JOSE SILVEIRA;;306-9 - Fundação Privada;LD CAMPO SANTO;S/N;;40.210-320;FEDERACAO;SALVADOR;BA;contabilidade@fjs_com.br;(71) 3504-5713/ (71) 8103-8495;;ATIVA;03/11/2005;;;;0.0
05268526000847;FILIAL;08/07/2014;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL GERAL DR WALDEMAR ALCANTARA;330-1 - Organização Social (OS);R PERGENTINO MAIA;1559;;60.840-045;MESSEJANA;FORTALEZA;CE;auxiliadora@isgh.org,br;(85) 3216-8332/ (85) 3216-8343;;ATIVA;31/08/2012;;;;0.0
05268526000332;FILIAL;01/02/2014;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE PRONTO ATENDIMENTO PRAIA DO FUTURO;330-1 - Organização Social (OS);RUA JULIO SILVA;440;;60.182-435;PRAIA DO FUTURO;FORTALEZA;CE;auxiliadora@isgh.org.br;(85) 3216-8332 / (85) 3216-8334 / (85) 3216-8334;;ATIVA;26/01/2012;;;;0.0
05268526000413;FILIAL;01/02/2014;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE PRONTO ATENDIMENTO AUTRAN NUNES;330-1 - Organização Social (OS);AVENIDA FERNANDES TAVORA;S/N;;60.526-642;AUTRAN NUNES;FORTALEZA;CE;;(85) 3216-8332;;ATIVA;26/01/2012;;;;0.0
05268526000502;FILIAL;01/02/2014;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE DE PRONTO ATENDIMENTO MESSEJANA;330-1 - Organização Social (OS);RUA MIGUEL GURGEL;S/N;;60.871-790;COACU;FORTALEZA;CE;;(85) 3216-8332;;ATIVA;26/01/2012;;;;0.0
05268526000685;FILIAL;01/02/2014;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE DE PRONTO ATENDIMENTO CANINDEZINHO;330-1 - Organização Social (OS);RUA 15;S/N;;60.734-450;PLANALTO VITORIO;FORTALEZA;CE;;(85) 3216-8332;;ATIVA;26/01/2012;;;;0.0
05268526001061;FILIAL;06/05/2014;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UPA JOSE WALTER;330-1 - Organização Social (OS);AVENIDA PRESIDENTE COSTA E SILVA;S/N;;60.750-022;JOSE WALTER;FORTALEZA;CE;auxiliadora@isgh.org.br;(85) 3216-8332 / (85) 3216-8334 / (85) 3216-8334;;ATIVA;17/06/2013;;;;0.0
05268526001142;FILIAL;07/08/2013;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UPA CONJUNTO CEARA;330-1 - Organização Social (OS);RUA 860;S/N;;60.532-400;CONJUNTO CEARA;FORTALEZA;CE;auxiliadora@isgh.org.br;(85) 3216-8332 / (85) 3216-8334 / (85) 3216-8334;;ATIVA;08/07/2013;;;;0.0
05268526000251;FILIAL;04/07/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL REGIONAL DO CARIRI;330-1 - Organização Social (OS);R CATULO DA PAIXAO CEARENSE;S/N;;63.041-162;TRIANGULO;JUAZEIRO DO NORTE;CE;;(85) 3216-8332/ (85) 3216-8334;;ATIVA;19/04/2011;;;;0.0
05268526001657;FILIAL;10/06/2014;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL REGIONAL DO SERTAO CENTRAL;330-1 - Organização Social (OS);ROD CE 060 KM 198;S/N;;63.800-000;ESTRADA DO ALGODAO;QUIXERAMOBIM;CE;;(85) 3195-2802/ (85) 3195-2701;;ATIVA;06/10/2014;;;;0.0
05268526000766;FILIAL;08/07/2014;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL REGIONAL NORTE;330-1 - Organização Social (OS);AV JOHN SANFORD;1505;;62.031-305;CIDADE DOUTOR JOSE EUCLIDES FERREIRA GOMES JUNIOR;SOBRAL;CE;nivarda@isgh.org.br;(85) 3195-2802/ (85) 9612-7612;;ATIVA;31/08/2012;;;;0.0
02918347000143;MATRIZ;01/04/1999;FUNDACAO DE APOIO EM GESTAO DE SERVICOS E PROJETOS EM SAUDE DA UNIVERSIDADE FEDERAL DE GOIAS - FAGEP/UFG;FAGEP;306-9 - Fundação Privada;PRIMEIRA AVENIDA;545;;74.605-020;LESTE UNIVERSITARIO;GOIANIA;GO;kelson@fundahc.com.br;(62) 3202-0450/ (62) 9239-6625;;ATIVA;27/08/2005;;;;0.0
22176345000729;FILIAL;01/06/2023;ISSAA-INSTITUTO DE SAUDE SOCIAL E AMBIENTAL DA AMAZONIA;HOSPITAL MATERNO INFANTIL DE BARCARENA DRA ANNA TURAN;330-1 - Organização Social (OS);AVENIDA JOSE PINHEIRO RODRIGUES;258;;68.445-000;CENTRO;BARCARENA;PA;nf-issaa@issaa.org.br;(91) 9123-1576;;BAIXADA;06/05/2025;EXTINÇÃO POR ENCERRAMENTO LIQUIDAÇÃO VOLUNTÁRIA;;;0.0
22176345000303;FILIAL;12/11/2019;ISSAA-INSTITUTO DE SAUDE SOCIAL E AMBIENTAL DA AMAZONIA;POLICLINICA POLI METROPOLITANA;330-1 - Organização Social (OS);TRAVESSA DOUTOR FREITAS;S/N;;66.095-112;MARCO;BELEM;PA;nf-issaa@issaa.org.br;(91) 9123-1576;;ATIVA;11/12/2019;;;;0.0
22176345000567;FILIAL;11/01/2021;ISSAA-INSTITUTO DE SAUDE SOCIAL E AMBIENTAL DA AMAZONIA;HOSPITAL PUBLICO ESTADUAL GALILEU;330-1 - Organização Social (OS);RODOVIA MARIO COVAS;2553;;66.652-000;UNA;BELEM;PA;nf-issaa@issaa.org.br;(91) 9123-1576;;ATIVA;01/11/2021;;;;0.0
22176345000648;FILIAL;05/06/2024;ISSAA-INSTITUTO DE SAUDE SOCIAL E AMBIENTAL DA AMAZONIA;;330-1 - Organização Social (OS);RUA RAIMUNDO VERIDIANO CARDOSO;1008;;68.456-760;BELA VISTA;TUCURUI;PA;nf-issaa@issaa.org.br;(91) 9123-1576;;ATIVA;30/05/2022;;;;0.0
09039744000194;MATRIZ;02/12/1985;FUNDACAO GESTAO HOSPITALAR MARTINIANO FERNANDES - FGH;FGH;306-9 - Fundação Privada;R DOS COELHOS;450;;50.070-615;BOA VISTA;RECIFE;PE;;;;ATIVA;24/09/2005;;;;0.0
09767633000366;FILIAL;12/09/2012;FUNDACAO MANOEL DA SILVA ALMEIDA;HOSPITAL ERMIRIO COUTINHO;306-9 - Fundação Privada;TRAVESSA BANCARIO LEOPOLDINO VIEIRA DE MELO;S/N;;55.800-000;CENTRO;NAZARE DA MATA;PE;;(81) 8612-6525;;ATIVA;21/12/2011;;;;0.0
92898550000350;FILIAL;04/11/1999;FUNDACAO UNIVERSITARIA DE CARDIOLOGIA EM RECUPERACAO JUDICIAL;HOSPITAL PADRE JEREMIAS;306-9 - Fundação Privada;RUA MARIO QUINTANA;SN;;94.910-030;PRQ DA NATRIZ PDA 57;CACHOEIRINHA;RS;;(051) 4692-361;;ATIVA;03/11/2005;;;;0.0
46230439000888;FILIAL;07/03/2008;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;AMBULATORIO MEDICO DE ESPECIALIDADES DE BAURU;306-9 - Fundação Privada;RUA RUBENS ARRUDA;QD. 7;;17.015-110;CENTRO;BAURU;SP;orlatofamesp@fmb.unesp.br;(14) 3815-2680 / (14) 3815-2620 / (14) 3882-1885;;ATIVA;03/07/2008;;;;0.0
49150352004371;FILIAL;10/01/2024;FUNDACAO PIO XII;HOSPITAL REGIONAL DE BEBEDOURO;306-9 - Fundação Privada;AVENIDA JOSE CUTRALE JUNIOR;4001;;14.701-750;JARDIM CRUZEIRO DO SUL;BEBEDOURO;SP;contabilidade@hcancerbarretos.com.br;(17) 3321-6600;;ATIVA;25/10/2022;;;;0.0
46230439001426;FILIAL;09/02/2015;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;SERVICO DE REABILITACAO LUCY MONTORO DE BOTUCATU;306-9 - Fundação Privada;RODOVIA MARECHAL RONDON;KM 253;;18.607-810;DISTRITO INDUSTRIAL;BOTUCATU;SP;diretoria@famesp.org.br;(14) 3881-4800 / (14) 3815-2680;;ATIVA;26/09/2013;;;;0.0
47969134000855;FILIAL;02/04/2022;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AMBULATORIO MEDICO DE ESPECIALIDADES - AME CAMPINAS;306-9 - Fundação Privada;AV PREFEITO FARIA LIMA;580;;13.036-220;PARQUE ITALIA;CAMPINAS;SP;provedoria@santacasadefranca.com.br;(16) 3711-4181/ (16) 3711-4196;;ATIVA;28/02/2020;;;;0.0
47969134000774;FILIAL;06/03/2019;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AMBULATORIO MEDICO DE ESPECIALIDADES - AME CASA BRANCA;306-9 - Fundação Privada;R PEDRO DE TOLEDO;48;;13.700-000;CENTRO;CASA BRANCA;SP;controladoria@ossfranca.org.br;(16) 3707-4433;;ATIVA;03/06/2019;;;;0.0
47074851001548;FILIAL;05/12/2011;FUNDACAO PADRE ALBINO;AMBULATORIO MEDICO DE ESPECIALIDADES - CATANDUVA;306-9 - Fundação Privada;RUA CASCATA;825;;15.809-090;PARQUE IRACEMA;CATANDUVA;SP;fpa@padrealbino.com.br;(17) 3311-1100 / (17) 3311-3201;;ATIVA;12/05/2011;;;;0.0
60003761002334;FILIAL;09/02/2024;FUNDACAO FACULDADE REGIONAL DE MEDICINA S J RIO PRETO;AMB MED ESPEC DR. OSMAR ALMEIDA LUZ - AME FERNANDOPOLIS;306-9 - Fundação Privada;AVENIDA MILTON TERRA VERDI;419;;15.607-016;JARDIM AMERICA;FERNANDOPOLIS;SP;diretoria@hospitaldebase.com.br;(17) 3201-5033 / (17) 3201-5193 / (17) 3201-5017;;ATIVA;26/09/2022;;;;0.0
60003761002253;FILIAL;09/02/2024;FUNDACAO FACULDADE REGIONAL DE MEDICINA S J RIO PRETO;SERVICO DE REABILITACAO LUCY MONTORO - FERNANDOPOLIS;306-9 - Fundação Privada;AVENIDA MILTON TERRA VERDI;451;;15.607-016;JARDIM AMERICA;FERNANDOPOLIS;SP;diretoria@hospitaldebase.com.br;(17) 3201-5017 / (17) 3201-5033 / (17) 3201-5193;;ATIVA;26/09/2022;;;;0.0
47969134000421;FILIAL;08/06/1989;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AMBULATORIO MEDICO DE ESPECIALIDADE (AME FRANCA);306-9 - Fundação Privada;RUA DR ALCINDO CONRADO;1395;;14.400-902;CENTRO;FRANCA;SP;;;;ATIVA;03/11/2005;;;;0.0
46230439001000;FILIAL;07/03/2008;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;AMBULATORIO MEDICO DE ESPECIALIDADES DE ITAPETININGA;306-9 - Fundação Privada;R PEDRO MARQUES;723;;18.200-270;CENTRO;ITAPETININGA;SP;orlatofamesp@fmb.unesp.br;(14) 3815-2680/ (14) 3815-2680;;ATIVA;03/07/2008;;;;0.0
47969134001231;FILIAL;08/01/2023;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AME RIBEIRAO PRETO;306-9 - Fundação Privada;RUA VISCONDE DE INHOMIRIM;1050;;14.030-490;VILA VIRGINIA;RIBEIRAO PRETO;SP;controladoria@ossfranca.org.br;(16) 3707-4433;;ATIVA;01/08/2023;;;;0.0
57722118000221;FILIAL;02/02/2011;FUND DE APOIO AO ENSINO PESQ E ASSISTENCIA HCFMRPUSP;HOSPITAL ESTADUAL RIBEIRAO PRETO - HERP;306-9 - Fundação Privada;AV INDEPENDENCIA;4750;;14.026-160;JARDIM CALIFORNIA;RIBEIRAO PRETO;SP;rosorio@hcrp.fmrp.usp.br;(16) 3602-2872/ (16) 3602-2158;;ATIVA;02/02/2011;;;;0.0
56577059001092;FILIAL;05/05/2010;FUNDACAO FACULDADE DE MEDICINA;INSTITUTO DE REABILITACAO LUCY MONTORO;306-9 - Fundação Privada;R JANDIATUBA;580;;05.716-150;VILA ANDRADE;SAO PAULO;SP;geral@ffm.br;(11) 3016-5718;;ATIVA;05/05/2010;;;;0.0
57722118000736;FILIAL;06/02/2021;FUND DE APOIO AO ENSINO PESQ E ASSISTENCIA HCFMRPUSP;HOSPITAL ESTADUAL DE SERRANA;306-9 - Fundação Privada;R NOSSA SENHORA DAS DORES;SN;;14.150-000;CENTRO;SERRANA;SP;luciana@faepa.br;(16) 3505-8197/ (16) 3505-8166;;ATIVA;26/06/2019;;;;0.0
47969134000693;FILIAL;07/03/2017;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AMBULATORIO MEDICO DE ESPECIALIDADE (AME TAQUARITINGA);306-9 - Fundação Privada;AVENIDA JOAO DE JORGE;221;;15.900-102;VILA ROSA;TAQUARITINGA;SP;contabilidade@santacasadefranca.com.br;(16) 3711-4196;;ATIVA;03/07/2017;;;;0.0
46230439000969;FILIAL;07/03/2008;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;AMBULATORIO MEDICO DE ESPECIALIDADES DE TUPA;306-9 - Fundação Privada;R MANDAGUARIS;970;;17.606-135;CENTRO;TUPA;SP;orlatofamesp@fmb.unesp.br;(14) 3815-2680/ (14) 3815-2680;;ATIVA;03/07/2008;;;;0.0
05413531000200;FILIAL;12/09/2008;FUNDACAO ABM DE PESQUISA E EXTENSAO NA AREA DA SAUDE - FABAMED;FUNDACAO ABM;306-9 - Fundação Privada;RUA LUIZ VIANA FILHO;S/N;;47.100-000;ROSARIO;BARRA;BA;administrativo@fabamed.org.br;(71) 3033-4507;;ATIVA;21/12/2007;;;;0.0
08635905000140;MATRIZ;12/08/2007;REDE ABERTA DAS ORGANIZACOES DA SOCIEDAE CIVIL ORGANIZADA DE CAMACARI;ISIBA - INSTITUTO SAUDE INTEGRADA DA BAHIA;330-1 - Organização Social (OS);R TRES DO CANAL;35;;42.803-790;GLEBA A;CAMACARI;BA;siscon@siscon-ba.com.br;(71) 3627-2903;;ATIVA;20/12/2006;;;;0.0
05268526000170;MATRIZ;07/11/2002;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;ISGH;330-1 - Organização Social (OS);R SOCORRO GOMES;190;;60.843-070;GUAJERU;FORTALEZA;CE;auxiliadora@isgh.org.br;(85) 3216-8332/ (85) 3216-8334;;ATIVA;11/07/2002;;;;0.0
06746713000185;MATRIZ;09/10/1987;FUNDACAO LEANDRO BEZERRA DE MENEZES;FUNDACAO LEANDRO BEZERRA;306-9 - Fundação Privada;RUA SAO PEDRO;3000;;63.050-270;SANTA TERESA;JUAZEIRO DO NORTE;CE;contabil@fundacaolbm.com.br;(88) 3512-2706;;ATIVA;03/11/2005;;INTERVENCAO;26/10/2021;0.0
22564221000125;MATRIZ;05/04/2017;ASSOCIACAO BENEFICENTE JOAO PAULO II;CHS - JOAO PAULO II;330-1 - Organização Social (OS);RODOVIA PE 60, KM 72,5;S/N;;55.560-000;CENTRO;BARREIROS;PE;pparaiso@gmailceijoaopauloii.org.br;(81) 9667-4031;;ATIVA;28/05/2015;;;;0.0
25763673001287;FILIAL;05/10/2021;FUNDACAO DE ASSISTENCIA ESTUDO E PESQUISA DE UBERLANDIA;FAEPU - UNIDADE ARAGUARI;306-9 - Fundação Privada;RUA SEBASTIAO NAVES;550;;38.444-124;MIRANDA;ARAGUARI;MG;hpjf.gerenciageral@faepu.org.br;(34) 3512-3910 / (34) 9926-7896;;ATIVA;10/05/2021;;;;0.0
22012907000103;MATRIZ;02/06/2015;SERVICO SOCIAL AUTONOMO HOSPITAL METROPOLITANO DOUTOR CELIO DE CASTRO;HOSPITAL METROPOLITANO DOUTOR CELIO DE CASTRO - HMDCC;307-7 - Serviço Social Autônomo;R DONA LUIZA;311;;30.620-090;MILIONARIOS (BARREIRO);BELO HORIZONTE;MG;contabilidade@hmdcc.com.br;(31) 3472-4000;;ATIVA;09/02/2015;;;;0.0
25763673000981;FILIAL;01/01/2014;FUNDACAO DE ASSISTENCIA ESTUDO E PESQUISA DE UBERLANDIA;FAEPU - UNIDADE CAPINOPOLIS;306-9 - Fundação Privada;AVENIDA 107;653;;38.360-000;CAMPOS ELISEOS;CAPINOPOLIS;MG;hospitalcapinopolis@faepu.org.br;(34) 3263-3035 / (34) 3263-3028 / (34) 3212-1812;;ATIVA;25/01/2012;;;;0.0
19878404002740;FILIAL;03/04/2018;FUNDACAO SAO FRANCISCO XAVIER;FSFX O.S.S. HOSPITAL MUNICIPAL CARLOS CHAGAS;306-9 - Fundação Privada;CHACARA FERNANDO JARDIM;555;;35.900-595;CAMPESTRE;ITABIRA;MG;hmcc-gersecaocontabilidade@fsfx.com.br;(31) 3839-1629 / (31) 3830-5093;;ATIVA;28/03/2016;;;;0.0
20054326000109;MATRIZ;05/03/1984;FUNDACAO DE ENSINO E PESQUISA DE UBERABA;FUNEPU;306-9 - Fundação Privada;RUA CONDE DE PRADOS;211;;38.025-260;NOSSA SENHORA DA ABADIA;UBERABA;MG;funepu@funepu.com.br;(34) 3319-7600 / (34) 3319-7621;;ATIVA;03/11/2005;;;;0.0
25763673000124;MATRIZ;03/09/1968;FUNDACAO DE ASSISTENCIA ESTUDO E PESQUISA DE UBERLANDIA;FAEPU;306-9 - Fundação Privada;R PEDRO QUIRINO DA SILVA;1154;;38.405-323;UMUARAMA;UBERLANDIA;MG;contabilidade@faepu.org.br;(34) 3218-6440/ (34) 3218-6415;;ATIVA;24/09/2005;;;;0.0
09039744001832;FILIAL;06/01/2021;FUNDACAO GESTAO HOSPITALAR MARTINIANO FERNANDES - FGH;HECPI;306-9 - Fundação Privada;AV RECIFE;810;;50.781-000;AREIAS;RECIFE;PE;fpmf@fpmf.org.br;(81) 2122-4772;;ATIVA;01/06/2021;;;;0.0
09039744001913;FILIAL;06/01/2023;FUNDACAO GESTAO HOSPITALAR MARTINIANO FERNANDES - FGH;UPAE MUSTARDINHA;306-9 - Fundação Privada;R MAJOR MARIO PORTELA;279;;50.760-090;BONGI;RECIFE;PE;fgh@fgh.org.br;(81) 3787-8788/ (81) 3787-8786;;ATIVA;01/06/2023;;;;0.0
14287803000183;MATRIZ;09/08/2011;INSTITUTO DE SAUDE DE AMPERE - ISA;HOSPITAL E MATERNIDADE SANTA RITA;330-1 - Organização Social (OS);RUA VISCONDE DE GUARAPUAVA;580;;85.640-000;SAO FRANCISCO;AMPERE;PR;hospitalsantarita@hotmail.com;(46) 3547-1000;;ATIVA;08/09/2011;;;;0.0
09444759000138;MATRIZ;01/01/2010;SERVICO SOCIAL AUTONOMO HOSPITAL ALCIDES CARNEIRO;HOSPITAL DE ENSINO ALCIDES CARNEIRO;307-7 - Serviço Social Autônomo;R VIGARIO CORREA;1345;;25.720-322;CORREAS;PETROPOLIS;RJ;contabilidade@alcidescaneiro.com;(24) 2236-6600/ (24) 2236-6682;;ATIVA;01/02/2022;;;;0.0
32354011000166;MATRIZ;11/02/1969;FUNDACAO EDUCACIONAL D ANDRE ARCOVERDE;;306-9 - Fundação Privada;R SARGENTO VICTOR HUGO;161;;27.600-000;FATIMA;VALENCA;RJ;faa@faa.edu.br;(024) 2453-1888;;ATIVA;24/09/2005;;;;0.0
92815000000168;MATRIZ;03/01/1968;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE;;306-9 - Fundação Privada;R PROF ANNES DIAS;295;;90.020-090;CENTRO;PORTO ALEGRE;RS;;(51) 3213-7309/ (51) 3214-8360;;ATIVA;10/07/2004;;;;0.0
07506563000103;MATRIZ;07/08/2006;CORPO DE BOMBEIROS VOLUNTARIO DE TAPES;;306-9 - Fundação Privada;R OSCAR MATZEMBACKER;571;;96.760-000;VILA BORGES;TAPES;RS;;(51) 9734-7695;;ATIVA;20/07/2005;;;;0.0
04008342000451;FILIAL;02/04/2016;FUNDACAO VALE DO TAQUARI DE EDUCACAO E DESENVOLVIMENTO SOCIAL - FUVATES;SAUDE UNIVATES;306-9 - Fundação Privada;AVENIDA ALBERTO MULLER;1000;;95.913-528;CARNEIROS;LAJEADO;RS;contabilidade@univates.br;(51) 3714-7000;;ATIVA;04/02/2016;;;;0.0
83661074000104;MATRIZ;04/02/1969;FUNDACAO EDUCACIONAL DE CRICIUMA;UNIVERSIDADE DO EXTREMO SUL CATARINENSE - UNESC;306-9 - Fundação Privada;AV UNIVERSITARIA;1105;;88.806-000;UNIVERSITARIO;CRICIUMA;SC;reitoria@unesc.net;(0048) 0431-2500;;ATIVA;03/11/2005;;;;0.0
47957667000140;MATRIZ;03/07/1968;FUNDACAO ESPIRITA ALLAN KARDEC;;306-9 - Fundação Privada;RUA JOSE MARQUES GARCIA;675;;14.401-080;CIDADE NOVA;FRANCA;SP;;;;ATIVA;18/10/2003;;;;0.0
13370183000189;MATRIZ;03/03/2012;FUNDACAO HOSPITAL SANTA LYDIA;HOSPITAL SANTA LYDIA;306-9 - Fundação Privada;R TAMANDARE;434;;14.085-070;CAMPOS ELISEOS;RIBEIRAO PRETO;SP;contato@acpassessoriaempresarial.com.br;(16) 3605-4848/ (16) 3289-7701;;ATIVA;15/03/2011;;;;0.0
57722118000140;MATRIZ;11/06/1989;FUND DE APOIO AO ENSINO PESQ E ASSISTENCIA HCFMRPUSP;FAEPA;306-9 - Fundação Privada;AV BANDEIRANTES;3900;;14.048-900;VILA MONTE ALEGRE;RIBEIRAO PRETO;SP;contato@faepa.br;(16) 3505-8101;;ATIVA;25/02/2001;;;;0.0
60003761001362;FILIAL;01/01/2018;FUNDACAO FACULDADE REGIONAL DE MEDICINA S J RIO PRETO;ARQUIVO DE INATIVOS - FUNFARME;306-9 - Fundação Privada;RUA JOAQUIM DE SOUZA BARBEIRO;240;;15.090-160;CHACARA MUNICIPAL;SAO JOSE DO RIO PRETO;SP;diretoria@hospitaldebase.com.br;(17) 3201-5017 / (17) 3201-5033 / (17) 3201-5032;;ATIVA;25/01/2016;;;;0.0
43535210000197;MATRIZ;12/07/1967;IRMANDADE DA SANTA CASA DE ANDRADINA;SANTA CASA;399-9 - Associação Privada;AVENIDA GUANABARA;730;;16.901-000;CENTRO;ANDRADINA;SP;;;;ATIVA;28/07/1998;;INTERVENCAO;23/05/2023;0.0
72747967000142;MATRIZ;06/12/1972;SANTA CASA DE MISER DA IRSENHOR DOS PASSOS DE UBATUBA;SANTA CASA DE UBATUBA;399-9 - Associação Privada;R CONCEICAO;135;;11.680-000;CENTRO;UBATUBA;SP;contabilidade@santacasaubatuba.org.br;(12) 3832-7262/ (12) 3832-7266;;ATIVA;03/11/2005;;INTERVENCAO;16/02/2018;0.0
