"cnes";"nome_estabelecimento";"lat";"lon"
"6090591";"UBS CHACARA SANTO AMARO";"-23.6438693";"-46.7011403"
"4050290";"CAPS ADULTO II LAPA";"-23.5227337";"-46.7114185"
"2786826";"UBS BUTANTÃ";"-23.5771271";"-46.7343294"
"6974511";"UBS VILA DIONISIA II";"-23.4677611";"-46.6588845"
"2708167";"CMS CESAR PERNETTA";NA;NA
"3041530";"CAPS ADULTO II PERUS - ASM CASA VIVA";"-23.4070915";"-46.7584771"
"2788055";"UBS LUIZ ERNESTO MAZZONI";"-23.6448689";"-46.5931154"
"2788284";"AMA UBS INTEGRADA PQ BRISTOL";"-23.6486017";"-46.6114203"
"2752344";"UBS VILA BERTIOGA - PROF. DOMINGOS DELASCIO";"-23.5651831";"-46.6557679"
"6926797";"CMS RODOLPHO ROCCO";"-22.8718523";"-43.2727319"
"2077574";"POLO DE ATENÇÃO INTENSIVA EM SAÚDE MENTAL DA ZONA NORTE - PAI ZONA NORTE";"-23.4851298";"-46.6320662"
"9021752";"CEO II VILA CARRÃO";"-23.5506296";"-46.5382913"
"2789051";"AMA/UBS INTEGRADA VILA MEDEIROS";"-23.4923999";"-46.5852191"
"2788942";"AMA UBS INTEGRADA VILA GUARANI";"-23.6388918";"-46.636921"
"2786966";"AMA UBS INTEGRADA CUPECE DR WALDOMIRO PREGNOLATTO";"-23.6684211";"-46.6512915"
"2075202";"AMA/UBS INTEGRADA JARDIM BRASIL";"-23.4859943";"-46.5767887"
"2787466";"UBS JARDIM ICARAI BRASILANDIA DR DANIEL ALVES GRANGEIRO";"-23.4661098";"-46.6965731"
"3335127";"SUPERVISAO TECNICA DE SAUDE CASA VERDE CACHOEIRINHA";"-23.5081188";"-46.6671866"
"9188150";"CAPS INFANTO JUVENIL III HELIOPOLIS";"30.112315";"31.3438507"
"2027240";"HOSP DIA DA REDE HORA CERTA BUTANTÃ";"-23.5866902";"-46.7322427"
"2786818";"UBS BRASILANDIA";"-23.4707619";"-46.6920162"
"2046997";"UBS V STA CATARINA";"-23.6533384";"-46.6524406"
"2788136";"UBS MOINHO VELHO";"-23.4948762";"-46.7128765"
"2085836";"UBS GETUBA SANTINA CARVALHO DO PRADO CARAGUATATUBA";"-23.5979863";"-45.3551842"
"2766221";"CAPS ÁLCOOL E DROGAS PIRITUBA - CASA AZUL";"-23.4791158";"-46.7418047"
"9714138";"UPA ZONA NOROESTE";"-23.9401351";"-46.3756922"
"5677351";"CAP 3.2 (COORDENADORIA ÁREA PROGRAMÁTICA 3.2)";NA;NA
"2788020";"UBS FAZENDA DA JUTA II";"-23.6225084";"-46.4877653"
"2030934";"UBS CIDADE VARGAS";"-23.6474457";"-46.6355399"
"2788853";"UBS VILA ESPANHOLA";"-23.4780084";"-46.6693269"
"9788409";"UBS ANCHIETA";"-20.7856697";"-49.3727419"
"9186492";"UBS JARDIM COLOMBO";"-23.6018074";"-46.7282339"
"7986505";"CLINICA DA FAMILIA LUIZ CELIO PEREIRA";"-22.8883021";"-43.2960802"
"9282394";"CEO II VILA MARIA/VILA GUILHERME";"-23.4907701";"-46.5916154"
"2787210";"UBS JARDIM BOA VISTA";"-23.5842882";"-46.7913664"
"2788845";"UBS VILA EDE";"-23.4907292";"-46.5914271"
"6668127";"CAPS AD III FO BRASILANDIA";"-23.4703331";"-46.6899783"
"7641982";"CER II VILA PRUDENTE";"-23.5881461";"-46.5843949"
"6194990";"AMA UBS INTEGRADA CHACARA CRUZEIRO DO SUL ZELIA L M DORO";"-23.5138383";"-46.5320413"
"5882281";"AMA UBS INTEGRADA JARDIM ELISA MARIA";"-23.4607138";"-46.6813993"
"2269805";"CMS MILTON FONTES MAGARAO";"-22.8965102";"-43.2901168"
"2788195";"AMA UBS INTEGRADA PARI";NA;NA
"2788810";"UBS VILA DALVA - ENG. GUILHERME HENRIQUE PINTO COELHO";"-23.5636092";"-46.7650772"
"2789159";"UBS FATIMA DE JESUS VIANA ROSA";NA;NA
"2752352";"AMA/UBS INTEGRADA VILA CARRÃO - DR. ADHEMAR MONTEIRO PACHECO";"-23.5506296";"-46.5382913"
"6144055";"AMA SAPOPEMBA";"-23.6115649";"-46.4933814"
"2273225";"CMS ARIADNE LOPES DE MENEZES";"-22.8688835";"-43.2969553"
"6146309";"UPA TATUAPÉ";"-23.5334575";"-46.5646403"
"9624988";"UBS VILA EMA";"-23.580746";"-46.5463502"
"2787504";"UBS JARDIM JAPÃO";"-23.5058332";"-46.588017"
"2788357";"UBS PARQUE NOVO MUNDO II";"-23.5173966";"-46.5679289"
"7407629";"UBS JARDIM JULIETA";"-23.496428";"-46.5682921"
"7136617";"UBS VILA CANAA";"-23.6544764";"-46.6640491"
"7523505";"UBSF MORUMBI V";"-18.916869";"-48.1791639"
"5479517";"UBS V CARIOCA";"-22.9068467";"-43.1728965"
"9343148";"UBS PARQUE NACOES UNIDAS SEM TERRA";NA;NA
"6148336";"AMA ESPECIALIDADE PARQUE PERUCHE";"-23.4972921";"-46.6552382"
"2789299";"UBS VARGINHA";"-23.7850895";"-46.6839064"
"2788411";"UBS STA MADALENA";"-23.6153655";"-46.5106599"
"6998186";"UBS VILA NATAL";"-23.7640239";"-46.7073766"
"2789167";"AMA/UBS INTEGRADA VILA PEREIRA BARRETO";"-23.4907133";"-46.7200504"
"7672578";"UBS SAO REMO";"-23.563122";"-46.7443082"
"6148387";"CAPS AD II CACHOEIRINHA";"-29.9360109";"-51.0783732"
"2026988";"AMA/UBS INTEGRADA VILA CALIFÓRNIA - ZEILIVAL BRUSCAGIN";"-23.6051391";"-46.5550689"
"2788896";"UBS V FORMOSA II";"-23.5692555";"-46.5389976"
"2787830";"UBS JARDIM SECKLER";"-23.6192541";"-46.5869849"
"2786761";"UBS AUGUSTO LEOPOLDO AYROSA GALVAO";"-23.4705189";"-46.673953"
"2774801";"AMA/UBS INTEGRADA JARDIM IPANEMA";"-23.446401";"-46.749109"
"6141730";"AMA VILA PALMEIRAS";"-23.4946269";"-46.6852186"
"2025256";"UBS CENTRO SUMARE NADIR CORDEIRO ROSSI CARAGUATATUBA";"-23.6162324";"-45.4060181"
"6393411";"CAPS ÁLCOOL E DROGAS II SAPOPEMBA";"-23.5748884";"-46.5240488"
"2091739";"UBS MORADA DO SOL";"-23.431623";"-46.7814674"
"2752174";"UBS BELENZINHO MARCUS WOLOSKER";"-23.5371423";"-46.5955733"
"9349898";"UPA VILA MARIANA";"-23.5960015";"-46.6428603"
"3708411";"AMA UBS INTEGRADA VILA CLARA";"-23.672234";"-46.6375284"
"2787512";"UBS JARDIM JAQUELINE";"-23.5947812";"-46.751859"
"2295407";"HOSPITAL MUNICIPAL ROCHA FARIA";"-22.9082574";"-43.5623842"
"2788004";"UBS JOSÉ MARCÍLIO MALTA CARDOSO";"-23.5727889";"-46.7611296"
"3025438";"CAPS ADULTO II JABAQUARA";"-23.6427537";"-46.6358551"
"9713816";"URSI BUTANTA";"-23.5673501";"-46.7088672"
"7176147";"UBSF JARDIM CELIA";"-18.9544818";"-48.3477281"
"3531031";"UBS OLARIA CARAGUATATUBA";"-23.6200504";"-45.4120869"
"2789175";"AMA UBS INTEGRADA VILA PIAUI";"-23.5022996";"-46.7613318"
"2788691";"AMA/UBS INTEGRADA VILA ANTONIETA";"-23.5734687";"-46.5159685"
"2026961";"UBS VILA HELOÍSA";"-23.5897843";"-46.534861"
"2752239";"UBS JARDIM INDEPENDÊNCIA - HERMENEGILDO MORBIN JÚNIOR";"-23.5361659";"-46.5035013"
"2787008";"UBS DOMINGOS MANTELLI";NA;NA
"2029596";"CAPS INFANTIL II VILA PRUDENTE";"-23.5881461";"-46.5843949"
"2786508";"CAPS ADULTO III PIRITUBA/JARAGUÁ";"-23.4863059";"-46.7239925"
"3105504";"UBS RECANTO DOS HUMILDES";"-23.4150028";"-46.7514266"
"5200105";"Hospital Municipal Pimentas Bonsucesso";"-23.4402159";"-46.410217"
"2788543";"AMA/UBS INTEGRADA SÃO VICENTE DE PAULA";"-23.5910237";"-46.6089911"
"2786869";"UBS CASA VERDE ALTA";"-23.4892639";"-46.6646438"
"2152533";"UBSF MORUMBI IV";NA;NA
"9496777";"UBS TIBERY";"-18.9061608";"-48.246883"
"6914152";"CLINICA DA FAMILIA BIBI VOGEL";NA;NA
"9188177";"UBS HELIÓPOLIS";"-23.6102991";"-46.5820613"
"2752379";"AMA/UBS INTEGRADA VILA ORATÓRIO - DR. TITO PEDRO MASCELANI";"-23.5741966";"-46.5588723"
"6879810";"UBS NOVA ESPERANCA PAULISTANO II";"-23.4548653";"-46.7104221"
"2787415";"UBS JARDIM GUARANI";"-23.4624328";"-46.6912739"
"3738604";"AMA UBS INTEGRADA PARQUE MARIA DOMITILA";"-23.4886119";"-46.7382144"
"2057891";"UBS PQ SAO LUCAS";"-23.5962608";"-46.5463177"
"2027461";"UBS PQ DA LAPA";"-23.5315813";"-46.7205392"
"6998208";"AMA SOROCABANA";"-23.5243499";"-46.7006308"
"2788217";"AMA/UBS INTEGRADA PAULO VI";NA;NA
"2787040";"UBS FAZENDA DA JUTA I";"-23.623617";"-46.4930835"
"9343121";"UBS INTERATIVA";"-23.4465554";"-46.7097423"
"6377742";"UBS VILA CAIUBA";NA;NA
"5598435";"SMS CMS TIA ALICE AP 32";NA;NA
"3651770";"UBS JARDIM ROSINHA";"-23.4386559";"-46.8022749"
"6995446";"CENTRO DE EMERGENCIA REGIONAL - CER SANTA CRUZ";"-17.798072";"-63.1925079"
"2787091";"UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES";"-23.6010153";"-46.5081647"
"2788519";"UBS SACOMA";"-23.6156284";"-46.5937853"
"2787679";"AMA UBS INTEGRADA JARDIM PAULISTANO";"-23.4614752";"-46.7089872"
"6156959";"AMA JARDIM PERI PERI";NA;NA
"5613469";"UBSF IPANEMA II";NA;NA
"6165516";"UBS VILA CAMPESTRE";"-23.6602133";"-46.650443"
"2788330";"UBS PQ IMPERIAL MANOEL ANTONIO DA SILVA SARAGOCA";NA;NA
"6294049";"AME São Jose dos Campos";"-23.200999";"-45.8886088"
"7097778";"UBS JARDIM RINCAO";"-23.4351591";"-46.7278377"
"6357083";"AMA ESPECIALIDADES VILA DAS MERCÊS";"-23.6295943";"-46.6049292"
"2788470";"UBS REAL PARQUE  - PAULO MANGABEIRA ALBERNAZ FILHO";"-23.6100278";"-46.7055462"
"9057706";"CLINICA DA FAMILIA ESTIVADORES";"-22.9015501";"-43.2242862"
"2280744";"CMS DR CARLOS GENTILLE DE MELLO";NA;NA
"9465464";"HOSP MUN JOSANIAS CASTANHA BRAGA";"-23.8233342";"-46.7263948"
"4049799";"UBS COMENDADOR JOSÉ GONZALES";"-23.5701118";"-46.534664"
"5120780";"UBS J LOURDES";"-23.6601382";"-46.6369758"
"2788632";"UBS VILA SANTA MARIA";"41.9516352";"14.3507952"
"2789086";"UBS VILA MORAES - DR. JOÃO PAULO BOTELHO VIEIRA";"-23.6335255";"-46.6125386"
"3081702";"CIEFI CASA BRANCA PRF OSVALDO FERREIRA CARAGUATATUBA";"-23.6101194";"-45.3843993"
"4049977";"UBS CRUZ DAS ALMAS";"-23.4838226";"-46.7031959"
"2789256";"AMA/UBS INTEGRADA VILA SONIA";"-23.6482162";"-46.7541033"
"9688455";"CAPS III ALCOOL E DROGAS BUTANTA";"-23.5634872";"-46.7210095"
"2084937";"SIM - SERVIÇO INTEGRADO DE MEDICINA";"-23.3022642";"-45.9760591"
"2787695";"UBS JD PERI";"-23.4642145";"-46.6546598"
"2789183";"UBS VILA PIRITUBA";"-23.4825313";"-46.7469844"
"2042967";"UBS J DA SAUDE NEUSA ROSALIA MORALES";"-23.6127336";"-46.6162747"
"4050398";"UBS PASTORAL";"-23.6138959";"-46.5170255"
"2787024";"AMA UBS INTEGRADA ELISIO TEIXEIRA LEITE";"-23.4677615";"-46.70916"
"9010211";"CEO II BUTANTA";"-23.5868168";"-46.7323533"
"7988141";"CEO II VILA BERTIOGA";"-23.5708385";"-46.5757644"
"9685588";"UBSF MARTA HELENA II";NA;NA
"6135749";"HOSPITAL DIA DA REDE HORA CERTA MOOCA";"-23.5603265";"-46.5995903"
"6133622";"AMA SACOMÃ";"-23.6136613";"-46.5937496"
"7641990";"CER III SAPOPEMBA";"-23.5988726";"-46.5183393"
"2788349";"UBS PARQUE NOVO MUNDO I";"-23.5173966";"-46.5679289"
"2039508";"UBS 05 LUIZ SALMERON LOPES SANTO ANTONIO BIRIGUI";"-21.2825862";"-50.3475"
"2027062";"UBS VILA RAMOS FREGUESIA DO O";"-23.4824623";"-46.6780844"
"2788233";"AMA/UBS INTEGRADA PARQUE ANHANGUERA";"-23.4312634";"-46.7876102"
"2068079";"UBS CARANDIRU";"-23.5042904";"-46.6108677"
"2084473";"HOSP MUN DR. IGNÁCIO PROENÇA DE GOUVEA";NA;NA
"2787660";"UBS JARDIM PANAMERICANO";"-23.4506153";"-46.7296886"
"3384292";"CAPS ADULTO II ARICANDUVA/ FORMOSA";"-23.5619666";"-46.5536162"
"6924972";"CAPS ADULTO II V. MONUMENTO";NA;NA
"2789027";"UBS VILA MAGGI";NA;NA
"2075407";"PSM VILA MARIA BAIXA";"-23.5167676";"-46.5781897"
"3032191";"UAI MORUMBI";"-18.918179";"-48.185192"
"2788829";"UBS VILA DAS MERCÊS";"-23.6295676";"-46.6049731"
"6759998";"AMA ESPECIALIDADES JARDIM GUAIRACÁ";"-23.5998591";"-46.5399958"
"4050169";"UPA PERUS";"-23.4005805";"-46.7467595"
"3359131";"UBS VILA PRUDENTE";"-23.5822256";"-46.5826982"
"2789116";"AMA UBS INTEGRADA VILA NOVA JAGUARE";"-23.5443309";"-46.7424091"
"2787822";"UBS JARDIM SAPOPEMBA";"-23.6105412";"-46.4938645"
"2788063";"UBS MANUEL JOAQUIM PERA";"-23.5537164";"-46.6910962"
"2040832";"UBS PORTO NOVO CARAGUATATUBA";"-23.6913701";"-45.4437581"
"7884192";"UBS CANTINHO DO CEU";"-23.74492";"-46.6618813"
"2751968";"AMB ESPEC SAPOPEMBA";"-23.5748884";"-46.5240488"
"2786524";"RESIDÊNCIA TERAPÊUTICA VILA PRUDENTE I - FEMININO";"-23.5790136";"-46.5797561"
"6742130";"CLINICA DA FAMILIA EMYGDIO ALVES COSTA FILHO";"-22.8813793";"-43.2878147"
"2752263";"UBS JARDIM GUAIRACA";"-23.599815";"-46.5399808"
"2152525";"UBSF DOM ALMIR";"-18.9159614";"-48.2096202"
"2091747";"UBS ALPES DO JARAGUA";"-23.4313898";"-46.726295"
"2152517";"UBSF ALVORADA";"-18.9225945";"-48.2012113"
"6330843";"CAPS INFANTO JUVENIL II FREGUESIA DO O BRASILANDIA";"-23.5551062";"-46.4346369"
"2024381";"PRONTO SOCORRO MUNICIPAL ARNALDO DE FIGUEIREDO FREITAS";"-23.5321584";"-46.8915152"
"7021801";"AME Mogi das Cruzes";"-23.5282665";"-46.2015281"
"6091997";"UPA NOVA IGUAÇU I";"-22.7145979";"-43.4607902"
"6555551";"UPA QUEIMADOS";"-22.7132794";"-43.5689931"
"5955661";"UPA TIJUCA";"-22.9230108";"-43.2306382"
"6038905";"UPA CAMPO GRANDE II";"-22.9075218";"-43.5743774"
"6033075";"UPA CAXIAS II";NA;NA
"5955637";"UPA SANTA CRUZ";"-22.9336101";"-43.6611095"
"6646034";"UPA NOVA IGUAÇU II";"-22.7145979";"-43.4607902"
"3437280";"USF UNIDADE DE SAUDE DA FAMILIA MANOEL INACIO DA SILVA";NA;NA
"6503772";"CLINICA DA FAMILIA MARIA DO SOCORRO SILVA E SOUZA";"-22.9893501";"-43.2524401"
"6038891";"UPA ENGENHO NOVO";"-22.8996295";"-43.264038"
"5417708";"CLINICA DA FAMILIA SOUZA MARQUES";"-22.8774067";"-43.3427807"
"3796310";"SMS CMS VILA CANOAS";"-22.9943657";"-43.2707354"
"2269627";"CMS SYLVIO FREDERICO BRAUNER";"-22.8249056";"-43.3608096"
"2280795";"CMS JOÃO BARROS BARRETO";"-22.9671432";"-43.1873121"
"2296527";"CMS SÃO GODOFREDO";"-22.8414763";"-43.2707212"
"2270161";"UPA SEAP";"-22.8453551";"-43.4848334"
"2708205";"CMS MARIO OLINTO DE OLIVEIRA";NA;NA
"5315026";"CMS FAZENDA BOTAFOGO";"-22.8265731";"-43.3565634"
"5955211";"UPA MARÉ";"-22.8703928";"-43.2436775"
"6272053";"CLINICA DA FAMILIA SANTA MARTA";"-30.0284799";"-51.232401"
"7021771";"CLINICA DA FAMILIA RAIMUNDO ALVES NASCIMENTO";"-22.8420563";"-43.3769441"
"7119798";"CLINICA DA FAMILIA CARLOS NERY DA COSTA FILHO";"-22.8908345";"-43.3254562"
"6974708";"CLINICA DA FAMILIA MAESTRO CELESTINO";"-22.8484563";"-43.3615615"
"9128867";"CLÍNICA DA FAMÍLIA AMAURY BOTTANY";"-22.8465043";"-43.322727"
"9131884";"CLÍNICA DA FAMÍLIA DEPUTADO PEDRO FERNANDES FILHO";"-22.8309028";"-43.3284734"
"6512925";"UPA ALEMÃO";"-22.8650735";"-43.2683819"
"5879655";"CMS ALICE TOLEDO TIBIRIÇÁ";"-22.8304234";"-43.3287612"
"5717256";"HOSPITAL MUNICIPAL RONALDO GAZOLLA";"-22.8251697";"-43.3474298"
"2269651";"CMS DOM HELDER CÂMARA";"-22.9519457";"-43.1864108"
"7892802";"CLINICA DA FAMILIA ADOLFO FERREIRA DE CARVALHO";"-22.8412835";"-43.3616906"
"6029965";"CLINICA DA FAMILIA MARCOS VALADÃO";"-22.8256421";"-43.347988"
"2704587";"HOSPITAL MUNICIPAL SÃO PEDRO DE ALCÂNTARA";"-23.2160411";"-44.7131918"
"2269309";"CMS CARLOS CRUZ LIMA";"-12.0466888";"-77.0430886"
"6571956";"CLINICA DA FAMILIA JOSUETE SANTANNA DE OLIVEIRA";"-22.8488866";"-43.3720412"
"2708434";"CMS MANOEL JOSE FERREIRA";"-22.9262373";"-43.1786676"
"6793231";"CLINICA DA FAMILIA EPITACIO SOARES REIS";"-22.8138";"-43.37809"
"2296586";"SMS CMS NASCIMENTO GURGEL AP 33";"-22.8054224";"-43.3539795"
"9057722";"CLÍNICA DA FAMÍLIA ADERSON FERNANDES - ""FILOCA""";NA;NA
"7088574";"CLINICA DA FAMILIA MANOEL FERNANDES DE ARAUJO";"-22.8165726";"-43.3822189"
"2288370";"SMS CMS PINDARO DE CARVALHO RODRIGUES AP 21";"-22.9796829";"-43.2295469"
"6507409";"UPA ROCINHA";"-22.9888972";"-43.252362"
"6568491";"CLINICA DA FAMILIA MARIA SEBASTIANA DE OLIVEIRA";"-22.7969665";"-43.1913734"
"6869009";"CLINICA DA FAMILIA ANA MARIA CONCEICAO DOS SANTOS CORREIA";"-22.8498132";"-43.3060533"
"5315050";"CMS PORTUS QUITANDA TOM JOBIM";NA;NA
"5044685";"SMS CF ENFERMEIRA EDMA VALADAO AP 33";"15.9128998";"79.7399875"
"2269732";"SMS CMS CARMELA DUTRA";"-22.8521773";"-43.3492886"
"7998678";"CLINICA DA FAMILIA IVANIR DE MELLO";"-22.8474691";"-43.3966501"
"9072640";"CLÍNICA DA FAMÍLIA MESTRE MOLEQUINHO DO IMPÉRIO";"-22.8747617";"-43.3297653"
"2269295";"CMS CLEMENTINO FRAGA";"-22.8512023";"-43.326828"
"6037550";"UPA ILHA DO GOVERNADOR";"-22.8045605";"-43.1789723"
"2280205";"CMS DR. RODOLPHO PERISSÉ";NA;NA
"6761704";"CLINICA DA FAMILIA MARIA DE AZEVEDO RODRIGUES PEREIRA";"-22.8340013";"-43.4077525"
"2269937";"SMS CMS ALBERTO BORGERTH";"-22.8774319";"-43.3373903"
"6632831";"CMS CHAPÉU MANGUEIRA BABILÔNIA";"-22.9597295";"-43.1711802"
"5955629";"UPA IRAJÁ";"-22.8493868";"-43.3250877"
"9078983";"CLÍNICA DA FAMÍLIA CYPRIANO DAS CHAGAS MEDEIROS";"-22.8366525";"-43.3480334"
"9111344";"CLÍNICA DA FAMÍLIA CÂNDIDO RIBEIRO DA SILVA FILHO ""CANDINHO""";"-22.8317773";"-43.3125502"
"7108265";"CLINICA DA FAMILIA DANTE ROMANO JUNIOR";"-22.8600325";"-43.3711625"
"2273179";"CMS AUGUSTO DO AMARAL PEIXOTO";"-22.8469922";"-43.3783241"
"2270072";"CMS DR ALBERT SABIN";"-22.9859493";"-43.2452175"
"6496989";"CLINICA DA FAMILIA CANTAGALO PAVÃO PAVÃOZINHO";NA;NA
"6506232";"CLINICA DA FAMILIA RINALDO DE LAMARE";NA;NA
"2269759";"SMS CMS FLAVIO DO COUTO VIEIRA";"-22.8328063";"-43.4136207"
"5336171";"HOSPITAL REGIONAL DO JURUÁ";"-7.5954959";"-72.683104"
"4156730";"UPA DR. ISMAR GATTO (JACINTINHO)";"-9.6375558";"-35.7182739"
"7458606";"UNIDADE DE PRONTO ATENDIMENTO UPA CAMPOS SALLES";"-3.0016114";"-60.0431256"
"7564546";"HOSPITAL E PRONTO SOCORRO DELPHINA RINALDI ABDEL AZIZ";"-2.9978928";"-60.0298732"
"2020653";"HOSPITAL DE EMERGÊNCIA";NA;NA
"2906635";"MATERNIDADE DA ZONA NORTE";"0.0757305";"-51.0542326"
"4510607";"UNIDADE DE INTERNAÇÃO ESTADUAL";NA;NA
"9550291";"UNIDADE DE PRONTO ATENDIMENTO DA ZONA SUL";"-22.9549425";"-43.1892443"
"3972925";"HOSPITAL GERAL DO OESTE";"-12.1250839";"-44.9998816"
"2388057";"HOSPITAL GERAL DE CAMAÇARI";"-12.7037827";"-38.3014263"
"3821978";"MATERNIDADE REGIONAL DE CAMAÇARI";"-12.7048097";"-38.3005924"
"2799758";"HOSPITAL GERAL CLÉRISTON ANDRADE";"-12.2774821";"-38.9406161"
"6602533";"HOSPITAL ESTADUAL DA CRIANÇA (HEC)";"-12.2749912";"-38.9393375"
"9091157";"UPA FEIRA DE SANTANA";"-12.2762589";"-38.9396351"
"2804034";"HOSPITAL GERAL DE GUANAMBI";NA;NA
"2415844";"HOSPITAL MATERNO-INFANTIL DR. JOAQUIM SAMPAIO";"-14.7932282";"-39.0451979"
"9388133";"HOSPITAL REGIONAL COSTA DO CACAU";"-14.7924236";"-39.0876114"
"4026896";"HOSPITAL REGIONAL DR. MÁRIO DOURADO SOBRINHO";"-11.30556";"-41.854727"
"2470152";"HOSPITAL REGIONAL DE ITABERABA";"-12.5308131";"-40.3083718"
"2470748";"HOSPITAL REGIONAL VICENTINA GOULART";"-11.1901729";"-40.5163726"
"2400693";"HOSPITAL GERAL PRADO VALADARES";"-13.8531175";"-40.0789223"
"0607126";"HOSPITAL METROPOLITANO";NA;NA
"2802023";"HOSPITAL GERAL MENANDRO DE FARIA";"-12.881229";"-38.314589"
"0003778";"HOSPITAL DA MULHER – MARIA LUZIA COSTA DOS SANTOS";"-12.9372629";"-38.5066566"
"0003859";"HOSPITAL GERAL ROBERTO SANTOS";"-12.9554436";"-38.4505951"
"0003921";"CENTRO ESTADUAL DE ONCOLOGIA";"-12.9968742";"-38.4902465"
"0003980";"HOSPITAL PROFESSOR ELÁDIO LASSÉRE";"-12.8896327";"-38.4220795"
"0004065";"HOSPITAL ESPECIALIZADO OCTÁVIO MANGABEIRA";"-12.9587554";"-38.4858162"
"0004073";"HOSPITAL GERAL ERNESTO SIMÕES FILHO";"-12.9586743";"-38.4865105"
"0004294";"HOSPITAL GERAL DO ESTADO";"-12.9950654";"-38.488655"
"0005363";"UPA SÃO CAETANO";"-12.9353774";"-38.4757889"
"0005428";"INSTITUTO COUTO MAIA";"-12.8876931";"-38.4203797"
"0106526";"HOSPITAL ESPANHOL";"-13.006167";"-38.5324929"
"2942208";"POLICLINICA DE ESCADA";"-12.883695";"-38.4826718"
"2942585";"POLICLINICA DE NARANDIBA";"-12.9563286";"-38.4435515"
"3956369";"MATERNIDADE JOSÉ MARIA DE MAGALHÃES NETTO";"-12.9592349";"-38.4846215"
"6595197";"HOSPITAL DO SUBÚRBIO";"-12.8648584";"-38.4567827"
"7596871";"UPA CABULA";"-12.9571704";"-38.4514594"
"9383298";"HOSPITAL REGIONAL DA CHAPADA";"-12.42504";"-41.769189"
"2402076";"HOSPITAL GERAL DE VITÓRIA DA CONQUISTA (COMPLEXO HOSPITALAR DE VITÓRIA DA CONQUISTA - CHVC)";"-14.8789474";"-40.8502201"
"0086673";"HOSPITAL ESTADUAL LEONARDO DA VINCI (HELV)";"-3.7400923";"-38.5100378"
"0777978";"CASA DE CUIDADO DO CEARÁ (CCC)";"-5.4983977";"-39.3206241"
"2785900";"HOSPITAL GERAL DR. WALDEMAR ALCÂNTARA";"-3.8321166";"-38.4801848"
"6985483";"UPA PRAIA DO FUTURO";"-3.7448061";"-38.454374"
"6999506";"UPA AUTRAN NUNES";"-3.7561761";"-38.5943138"
"7006810";"UPA MESSEJANA";"-3.8396022";"-38.4823549"
"7018800";"UPA CANINDEZINHO";"-3.8217847";"-38.6088476"
"7274440";"UPA JOSÉ WALTER";"-3.8257942";"-38.5413223"
"7360851";"UPA CONJUNTO CEARÁ";"-3.7689359";"-38.5998309"
"6779522";"HOSPITAL REGIONAL DO CARIRI (HRC)";"-7.2263193";"-39.3254599"
"9672427";"HOSPITAL REGIONAL VALE DO JAGUARIBE (HRVJ)";"-5.1198144";"-38.1482812"
"7061021";"HOSPITAL REGIONAL DO SERTÃO CENTRAL (HRSC)";"-5.1829354";"-39.2619863"
"6848710";"HOSPITAL REGIONAL NORTE (HRN)";"-3.6765533";"-40.3685704"
"0010456";"HOSPITAL DE BASE DO DISTRITO FEDERAL";"-15.8002364";"-47.8887906"
"0924857";"UNIDADE DE PRONTO ATENDIMENTO UPA CEILÂNDIA II";"-15.8226846";"-48.115047"
"0935514";"UNIDADE DE PRONTO ATENDIMENTO UPA PARANOÁ";"-15.7696062";"-47.7851491"
"0939145";"UNIDADE DE PRONTO ATENDIMENTO UPA GAMA";"-16.0557527";"-48.0355567"
"0945595";"UNIDADE DE PRONTO ATENDIMENTO UPA RIACHO FUNDO II";"-16.0557527";"-48.0355567"
"0969877";"UNIDADE DE PRONTO ATENDIMENTO UPA PLANALTINA";"-15.6239465";"-47.6553677"
"0996068";"UNIDADE DE PRONTO ATENDIMENTO UPA VICENTE PIRES";"-15.7971458";"-48.0246519"
"2840499";"UNIDADE DE PRONTO ATENDIMENTO UPA BRAZLÂNDIA";"-15.6652419";"-48.1981769"
"5717515";"HOSPITAL REGIONAL DE SANTA MARIA";"34.9530337";"-120.4357191"
"6708714";"UNIDADE DE PRONTO ATENDIMENTO UPA SAMAMBAIA";"-15.8700986";"-48.0900942"
"6876617";"HOSPITAL DA CRIANÇA DE BRASÍLIA JOSÉ ALENCAR - HCB";"-15.7591228";"-47.9172941"
"7078730";"UNIDADE DE PRONTO ATENDIMENTO UPA RECANTO DAS EMAS";"-16.0557527";"-48.0355567"
"7111924";"UNIDADE DE PRONTO ATENDIMENTO UPA NÚCLEO BANDEIRANTE";"-15.8759388";"-47.9821518"
"7116756";"UNIDADE DE PRONTO ATENDIMENTO UPA SÃO SEBASTIÃO";"-15.900964";"-47.7775948"
"7465157";"UNIDADE DE PRONTO ATENDIMENTO UPA CEILÂNDIA";"-15.8226846";"-48.115047"
"7592477";"UNIDADE DE PRONTO ATENDIMENTO UPA SOBRADINHO II";"-16.0557527";"-48.0355567"
"2486199";"HOSPITAL DOUTOR DORIO SILVA";"-20.1961549";"-40.2447353"
"7257406";"HOSPITAL ESTADUAL DR JAYME SANTOS NEVES";"-20.1997384";"-40.2269794"
"2678179";"HOSPITAL INFANTIL E MATERNIDADE ALZIR BERNARDINO ALVES";"-20.3464665";"-40.3087934"
"6559131";"HOSPITAL ESTADUAL";NA;NA
